mnemonic,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health
E00047180,195,NA,21,NA,14,19,20,100,28,72,71,297,41
E00047181,175,NA,10,NA,15,9,18,84,24,55,88,309,53
E00047182,191,NA,11,NA,14,16,20,103,20,75,81,288,43
E00047183,168,NA,15,NA,11,16,14,93,29,54,62,257,38
E00047184,124,NA,11,NA,13,12,10,75,28,47,83,228,43
E00047185,205,NA,10,NA,14,25,17,159,43,84,57,289,43
E00047186,154,NA,9,NA,18,16,15,94,20,67,64,236,37
E00047187,179,NA,23,NA,15,13,16,89,24,42,79,304,38
E00047188,145,NA,15,NA,15,17,7,70,26,44,60,225,29
E00047189,175,NA,19,NA,8,13,16,82,19,63,79,286,45
E00047190,172,NA,14,NA,19,15,20,99,20,54,59,242,32
E00047191,140,NA,20,NA,9,11,9,59,15,43,71,232,44
E00047192,135,NA,11,NA,11,14,16,61,15,36,72,224,40
E00047193,167,NA,9,NA,8,9,15,77,8,48,66,283,40
E00047194,176,NA,13,NA,13,18,9,83,22,51,76,296,41
E00047195,164,NA,23,NA,7,12,12,72,12,57,81,293,39
E00047196,128,NA,14,NA,9,7,10,50,14,44,61,208,31
E00047197,159,NA,11,NA,17,14,10,79,17,45,62,257,34
E00047198,203,NA,28,NA,11,12,23,91,24,55,68,301,32
E00047199,198,NA,17,NA,13,20,17,107,21,65,85,308,40
E00047200,124,NA,12,NA,7,8,15,46,7,29,68,206,43
E00047201,192,NA,15,NA,14,13,20,94,18,52,70,292,43
E00047202,190,NA,18,NA,22,15,22,116,23,76,76,310,46
E00047203,201,NA,18,NA,12,22,28,108,25,72,78,293,39
E00047204,136,NA,13,NA,6,9,13,62,17,43,69,223,37
E00047205,203,NA,22,NA,15,16,12,110,21,78,75,297,38
E00047206,178,NA,27,NA,9,6,23,76,15,67,78,275,48
E00047207,129,NA,14,NA,8,4,9,51,8,44,49,211,36
E00047208,178,NA,21,NA,16,8,17,82,16,60,80,296,56
E00047209,161,NA,12,NA,11,17,16,87,12,58,73,266,41
E00047210,142,NA,12,NA,13,10,11,55,21,39,68,236,37
E00047211,220,NA,19,NA,20,23,23,124,35,73,78,337,53
E00047212,201,NA,25,NA,13,12,19,99,18,74,76,243,43
E00047213,170,NA,26,NA,6,18,14,72,14,53,131,279,63
E00047214,228,NA,13,NA,29,16,14,160,41,114,48,312,29
E00047215,205,NA,26,NA,15,18,19,107,30,76,83,306,48
E00047216,237,NA,32,NA,19,17,31,113,34,56,94,331,56
E00047217,191,NA,14,NA,11,20,18,109,26,78,52,308,37
E00047218,217,NA,22,NA,12,24,21,114,28,76,66,310,39
E00047219,228,NA,20,NA,14,17,35,126,27,74,64,372,34
E00047220,155,NA,7,NA,22,13,14,93,18,74,55,229,30
E00047221,164,NA,11,NA,12,8,14,88,16,63,53,213,27
E00047222,231,NA,6,NA,28,18,13,164,39,95,45,314,27
E00047223,236,NA,14,NA,32,20,16,165,42,115,47,335,25
E00047224,204,NA,11,NA,22,14,16,144,25,77,54,301,40
E00047225,264,NA,5,NA,28,18,17,187,32,147,39,366,23
E00047226,211,NA,16,NA,17,12,14,127,26,88,52,278,25
E00047227,212,NA,21,NA,15,7,14,102,15,63,110,287,49
E00047228,265,NA,9,NA,25,24,23,189,42,125,51,375,25
E00047229,248,NA,11,NA,35,17,17,190,39,115,56,334,22
E00047230,146,NA,23,NA,13,5,12,62,11,51,81,223,40
E00047231,257,NA,5,NA,29,23,28,183,33,123,44,340,25
E00047232,230,NA,9,NA,22,18,15,161,38,101,45,338,22
E00047233,249,NA,9,NA,23,21,19,172,32,105,62,335,36
E00047234,136,NA,11,NA,13,8,5,76,20,70,50,191,34
E00047235,165,NA,5,NA,10,9,11,101,19,77,50,241,23
E00047236,216,NA,10,NA,18,16,19,147,31,101,46,294,16
E00047237,252,NA,6,NA,20,20,14,188,32,139,54,338,32
E00047238,185,NA,9,NA,15,13,15,144,25,111,38,253,31
E00047239,241,NA,10,NA,22,19,22,157,30,111,48,308,22
E00047240,248,NA,5,NA,38,29,23,188,42,112,42,338,28
E00047241,215,NA,9,NA,21,12,12,154,32,98,42,267,22
E00047242,162,NA,4,NA,16,8,7,108,18,82,48,248,30
E00047243,236,NA,4,NA,27,14,23,169,30,104,58,305,27
E00047244,153,NA,25,NA,5,8,14,57,9,49,87,245,45
E00047245,165,NA,7,NA,10,15,17,92,21,58,75,278,37
E00047246,189,NA,18,NA,11,15,16,89,11,57,74,325,46
E00047247,179,NA,18,NA,15,13,19,100,22,69,75,301,49
E00047248,192,NA,16,NA,14,14,24,103,25,58,66,305,38
E00047249,194,NA,17,NA,7,12,15,74,17,62,99,307,53
E00047250,166,NA,15,NA,11,12,12,79,19,58,91,295,50
E00047251,192,NA,9,NA,19,13,17,116,32,70,53,278,23
E00047252,150,NA,20,NA,9,13,12,67,15,53,111,282,40
E00047253,173,NA,21,NA,11,11,20,88,17,55,68,260,47
E00047254,198,NA,3,NA,29,13,14,138,33,93,52,297,22
E00047255,159,NA,17,NA,6,13,18,68,10,46,75,261,30
E00047256,183,NA,15,NA,15,14,22,96,23,61,75,316,40
E00047257,179,NA,12,NA,10,19,14,106,23,58,72,278,40
E00047258,176,NA,19,NA,8,18,14,85,22,51,79,226,46
E00047259,195,NA,13,NA,20,12,12,111,26,80,60,258,35
E00047260,209,NA,8,NA,22,19,11,155,31,98,32,302,18
E00047261,167,NA,19,NA,10,17,16,84,23,58,74,303,46
E00047262,123,NA,17,NA,6,5,7,50,5,24,89,234,46
E00047263,190,NA,6,NA,16,12,17,133,20,91,58,266,26
E00047264,209,NA,6,NA,25,19,15,140,34,86,63,302,31
E00047265,248,NA,6,NA,22,18,21,171,29,118,70,354,28
E00047266,168,NA,22,NA,14,9,12,94,14,69,74,288,37
E00047267,181,NA,6,NA,17,17,18,111,29,80,45,246,27
E00047268,150,NA,11,NA,17,16,10,91,16,46,74,273,32
E00047269,201,NA,8,NA,19,12,11,138,28,98,35,288,14
E00047270,172,NA,10,NA,17,10,10,111,23,82,58,278,33
E00047271,231,NA,10,NA,32,14,13,152,32,108,59,322,21
E00047272,225,NA,19,NA,24,19,23,127,32,80,81,317,35
E00047273,215,NA,16,NA,14,18,19,136,32,90,70,302,38
E00047274,214,NA,6,NA,24,13,12,147,25,96,43,306,17
E00047275,228,NA,9,NA,17,17,25,154,30,96,49,348,28
E00047276,171,NA,16,NA,9,6,19,67,11,58,62,279,29
E00047277,195,NA,9,NA,25,20,19,136,23,93,49,268,21
E00047278,204,NA,17,NA,22,15,21,132,26,84,51,290,35
E00047279,210,NA,14,NA,17,16,18,101,27,71,69,309,40
E00047280,180,NA,13,NA,14,13,14,88,17,51,79,302,41
E00047281,144,NA,22,NA,16,7,9,72,25,61,89,214,48
E00047282,242,NA,24,NA,14,21,21,131,28,88,81,368,40
E00047283,205,NA,8,NA,17,12,24,133,25,89,42,280,19
E00047284,215,NA,6,NA,19,19,18,129,22,74,68,359,27
E00047285,212,NA,22,NA,19,14,19,131,27,84,77,282,26
E00047286,194,NA,11,NA,19,11,14,129,16,92,51,274,31
E00047287,222,NA,10,NA,19,14,20,138,25,89,51,292,26
E00047288,236,NA,8,NA,43,14,22,171,31,99,50,320,33
E00047289,265,NA,13,NA,8,15,18,75,18,80,78,448,47
E00047290,306,NA,28,NA,15,19,17,108,21,112,96,461,49
E00047291,327,NA,21,NA,9,31,16,104,28,102,105,554,63
E00047292,295,NA,13,NA,8,29,13,97,17,98,69,479,40
E00047293,296,NA,12,NA,9,20,20,104,14,119,65,474,43
E00047294,309,NA,22,NA,14,14,21,84,19,89,96,514,61
E00047295,242,NA,21,NA,6,17,12,77,12,87,62,411,43
E00047296,272,NA,17,NA,13,22,20,107,15,80,61,475,37
E00047297,383,NA,26,NA,11,25,25,117,23,140,112,594,68
E00047298,294,NA,23,NA,17,13,24,114,18,84,85,507,58
E00047299,320,NA,13,NA,12,13,7,105,10,160,49,539,31
E00047300,247,NA,30,NA,12,13,22,100,17,78,92,385,57
E00047301,351,NA,14,NA,7,18,20,119,21,139,103,551,57
E00047302,336,NA,27,NA,10,18,25,120,18,103,102,522,63
E00047303,374,NA,21,NA,6,21,23,131,17,156,91,604,52
E00047304,383,NA,30,NA,7,31,20,104,20,129,132,585,74
E00047305,280,NA,22,NA,18,18,28,116,22,117,62,428,41
E00047306,283,NA,31,NA,14,17,22,116,27,95,105,467,67
E00047307,355,NA,25,NA,8,27,20,118,24,136,90,559,59
E00047308,317,NA,22,NA,16,20,19,115,15,130,87,537,55
E00047309,273,NA,24,NA,13,16,17,101,8,101,85,486,43
E00047310,262,NA,15,NA,12,11,17,94,14,92,75,409,53
E00047311,293,NA,37,NA,6,13,14,94,14,129,86,463,58
E00047312,349,NA,23,NA,10,15,28,114,15,132,117,550,66
E00047313,273,NA,19,NA,11,16,24,89,16,87,77,451,48
E00047314,282,NA,31,NA,11,17,22,98,14,77,100,444,62
E00047315,278,NA,23,NA,18,20,18,98,20,99,95,412,61
E00047316,294,NA,17,NA,13,14,16,105,22,106,82,454,47
E00047317,227,NA,18,NA,10,14,28,79,16,74,77,357,46
E00047318,310,NA,20,NA,16,16,25,102,18,100,70,494,43
E00047319,241,NA,19,NA,11,25,23,111,21,80,71,362,43
E00047320,337,NA,21,NA,10,13,18,102,13,120,101,534,65
E00047321,187,NA,13,NA,9,11,14,89,14,66,56,300,25
E00047322,260,NA,19,NA,11,14,23,118,23,117,71,398,45
E00047323,250,NA,14,NA,19,16,21,99,24,85,71,427,52
E00047324,171,NA,17,NA,10,10,14,71,13,67,43,277,25
E00047325,234,NA,12,NA,16,15,17,89,12,89,80,350,47
E00047326,246,NA,16,NA,16,25,29,130,36,82,55,378,28
E00047327,158,NA,22,NA,3,9,8,52,11,57,64,233,46
E00047328,270,NA,17,NA,9,15,25,102,18,115,81,466,50
E00047329,189,NA,8,NA,14,16,26,121,20,83,39,301,24
E00047330,241,NA,19,NA,20,20,14,131,23,104,68,364,37
E00047331,304,NA,18,NA,14,31,36,189,42,156,90,461,51
E00047332,230,NA,14,NA,18,21,17,128,28,100,59,345,33
E00047333,246,NA,15,NA,17,23,17,152,36,89,55,348,32
E00047334,192,NA,29,NA,4,11,16,66,11,57,85,286,54
E00047335,242,NA,19,NA,7,12,19,114,20,102,69,316,44
E00047336,341,NA,20,NA,11,23,17,136,24,140,78,511,51
E00047337,244,NA,19,NA,9,16,19,101,28,92,92,381,41
E00047338,313,NA,10,NA,19,20,22,143,23,143,93,472,43
E00047339,263,NA,18,NA,14,27,21,123,33,96,65,397,50
E00047340,231,NA,27,NA,15,16,24,110,20,83,69,350,38
E00047341,201,NA,12,NA,10,21,13,81,24,67,65,317,40
E00047342,237,NA,16,NA,14,16,19,85,27,64,59,394,25
E00047343,220,NA,11,NA,7,15,23,82,14,76,52,379,35
E00047344,224,NA,18,NA,14,8,17,76,21,70,65,355,44
E00047345,215,NA,20,NA,6,11,11,61,14,66,74,369,43
E00047346,257,NA,28,NA,7,12,15,82,17,85,91,382,50
E00047347,192,NA,20,NA,6,11,6,75,10,85,66,266,42
E00047348,270,NA,21,NA,7,15,15,95,17,84,73,455,44
E00047349,220,NA,19,NA,12,19,22,107,21,78,60,330,39
E00047350,262,NA,23,NA,8,22,14,85,20,81,83,442,47
E00047351,170,NA,12,NA,8,21,16,78,16,62,48,269,22
E00047352,309,NA,31,NA,12,16,15,136,29,134,143,504,68
E00047353,257,NA,32,NA,11,16,15,84,14,86,76,423,44
E00047354,175,NA,20,NA,5,15,13,62,17,51,52,291,29
E00047355,238,NA,36,NA,12,17,21,93,13,69,88,399,35
E00047356,217,NA,30,NA,8,10,19,61,9,67,84,359,50
E00047357,229,NA,30,NA,8,8,14,72,11,77,101,386,62
E00047358,232,NA,14,NA,6,21,12,77,15,87,59,379,39
E00047359,233,NA,10,NA,13,10,16,113,15,116,63,353,33
E00047360,296,NA,20,NA,7,29,19,113,20,107,72,458,43
E00047361,318,NA,29,NA,7,13,13,89,11,107,66,483,40
E00047362,236,NA,19,NA,14,16,10,89,24,84,76,381,51
E00047363,232,NA,21,NA,13,11,23,87,18,85,68,400,34
E00047364,252,NA,19,NA,11,11,26,93,19,88,71,398,48
E00047365,254,NA,17,NA,8,19,19,96,12,92,60,437,37
E00047366,211,NA,22,NA,12,14,18,74,18,75,76,346,47
E00047367,231,NA,16,NA,8,12,15,86,11,79,73,374,43
E00047368,279,NA,12,NA,11,24,16,90,30,97,80,467,45
E00047369,247,NA,14,NA,9,19,15,96,16,90,63,407,29
E00047370,312,NA,19,NA,9,22,27,123,23,120,81,513,60
E00047371,316,NA,27,NA,7,20,14,80,20,93,106,515,61
E00047372,198,NA,19,NA,9,14,27,112,21,87,53,289,31
E00047373,199,NA,21,NA,5,9,20,99,14,103,78,255,50
E00047374,208,NA,16,NA,10,25,20,101,29,78,57,327,35
E00047375,210,NA,14,NA,9,17,10,74,16,88,54,347,28
E00047376,271,NA,29,NA,10,14,40,117,14,116,72,411,53
E00047377,271,NA,25,NA,13,30,33,143,48,107,74,362,52
E00047378,227,NA,24,NA,6,10,19,84,15,106,74,341,50
E00047379,222,NA,21,NA,8,19,18,99,20,97,56,332,43
E00047380,245,NA,37,NA,8,9,16,84,16,100,93,313,53
E00047381,284,NA,44,NA,13,13,23,120,27,99,95,389,53
E00047382,306,NA,27,NA,15,14,28,119,32,105,86,455,55
E00047383,218,NA,25,NA,9,16,24,92,25,82,81,327,40
E00047384,236,NA,21,NA,6,13,20,90,20,96,64,365,42
E00047385,205,NA,13,NA,9,15,19,88,21,83,65,318,38
E00047386,197,NA,22,NA,7,15,19,82,18,87,58,309,35
E00047387,216,NA,13,NA,13,16,15,92,21,90,70,321,55
E00047388,221,NA,16,NA,8,13,22,109,9,100,52,309,39
E00047389,192,NA,11,NA,13,13,20,134,19,104,42,241,26
E00047390,177,NA,15,NA,14,7,13,92,17,74,42,242,25
E00047391,217,NA,27,NA,11,13,29,90,20,84,80,295,43
E00047392,207,NA,15,NA,11,16,27,133,19,114,33,275,25
E00047393,208,NA,23,NA,12,14,8,81,18,82,73,320,46
E00047394,231,NA,14,NA,8,20,19,130,28,101,59,337,38
E00047395,578,NA,50,NA,17,23,26,103,21,197,183,686,105
E00047396,267,NA,28,NA,13,12,23,121,22,107,76,412,52
E00047397,237,NA,23,NA,8,12,20,96,14,97,70,382,56
E00047398,213,NA,21,NA,10,19,17,98,19,83,50,326,35
E00047399,198,NA,20,NA,15,13,20,103,19,91,67,273,33
E00047400,204,NA,23,NA,6,14,17,64,17,85,61,320,42
E00047401,223,NA,15,NA,12,19,23,99,16,91,70,324,33
E00047402,244,NA,15,NA,7,16,18,85,10,82,70,363,50
E00047403,225,NA,26,NA,11,19,24,108,24,82,76,301,48
E00047404,258,NA,28,NA,8,19,17,97,19,113,83,376,55
E00047405,252,NA,17,NA,9,25,23,117,30,106,64,374,39
E00047406,211,NA,14,NA,10,19,25,90,30,87,53,319,27
E00047407,251,NA,17,NA,10,21,21,107,36,115,61,373,43
E00047408,284,NA,22,NA,13,23,41,134,28,126,81,390,58
E00047409,302,NA,14,NA,14,17,27,121,30,127,66,467,43
E00047410,290,NA,24,NA,18,23,20,98,21,84,93,450,56
E00047411,242,NA,15,NA,7,17,50,131,24,97,59,349,29
E00047412,213,NA,15,NA,16,9,16,76,12,88,99,353,48
E00047413,266,NA,31,NA,13,12,19,92,12,103,83,392,55
E00047414,231,NA,16,NA,6,21,20,98,23,75,66,361,38
E00047415,270,NA,28,NA,9,19,35,122,32,110,83,389,47
E00047416,262,NA,26,NA,6,12,24,102,17,118,76,380,53
E00047417,180,NA,22,NA,7,5,10,58,8,61,53,258,33
E00047418,201,NA,13,NA,7,9,16,98,17,88,46,294,19
E00047419,273,NA,22,NA,15,15,15,107,24,117,95,398,54
E00047420,264,NA,17,NA,10,23,16,111,20,112,60,395,42
E00047421,209,NA,13,NA,13,13,21,96,17,100,45,286,28
E00047422,134,NA,15,NA,8,3,11,52,3,75,40,212,23
E00047423,296,NA,19,NA,9,20,25,109,24,115,83,423,59
E00047424,264,NA,15,NA,7,12,21,106,17,103,76,392,56
E00047425,269,NA,20,NA,8,26,25,107,24,78,86,395,41
E00047426,231,NA,17,NA,12,23,19,96,28,86,66,368,46
E00047427,237,NA,23,NA,13,18,17,111,23,101,65,366,44
E00047428,260,NA,21,NA,9,21,20,106,24,114,79,369,65
E00047429,214,NA,12,NA,8,22,26,112,27,76,46,334,29
E00047430,178,NA,21,NA,6,8,14,60,12,54,84,269,49
E00047431,223,NA,18,NA,12,19,19,96,25,86,70,319,44
E00047432,222,NA,33,NA,6,10,13,73,16,84,75,301,45
E00047433,256,NA,13,NA,6,27,17,118,27,93,125,438,108
E00047434,243,NA,25,NA,12,23,22,101,28,90,66,364,39
E00047435,257,NA,32,NA,10,19,26,97,24,101,77,376,48
E00047436,236,NA,26,NA,5,18,15,79,18,83,74,368,49
E00047437,256,NA,17,NA,19,23,24,125,33,102,70,358,38
E00047438,225,NA,16,NA,7,13,31,105,24,91,50,371,27
E00047439,230,NA,16,NA,10,30,23,118,29,96,53,345,33
E00047440,176,NA,7,NA,15,14,10,80,16,74,46,270,32
E00047441,219,NA,9,NA,5,21,21,105,28,103,76,332,67
E00047442,219,NA,17,NA,11,17,13,87,20,79,68,326,48
E00047443,203,NA,21,NA,10,8,18,81,14,102,71,265,43
E00047444,183,NA,15,NA,10,8,12,81,18,69,64,259,31
E00047445,234,NA,25,NA,14,19,15,110,19,102,75,343,44
E00047446,236,NA,36,NA,14,12,15,73,13,89,86,304,69
E00047447,303,NA,49,NA,19,8,19,97,19,111,135,424,86
E00047448,319,NA,39,NA,9,18,19,97,17,125,92,494,64
E00047449,360,NA,42,NA,23,18,30,150,28,133,134,515,87
E00047450,262,NA,23,NA,9,16,20,84,21,86,94,394,59
E00047451,260,NA,25,NA,13,17,16,71,27,86,99,387,71
E00047452,315,NA,32,NA,17,27,26,132,32,104,100,456,56
E00047453,267,NA,23,NA,5,14,15,61,11,94,83,434,59
E00047454,236,NA,20,NA,4,12,18,85,14,94,62,378,41
E00047455,308,NA,28,NA,7,15,30,105,19,119,76,492,51
E00047456,221,NA,25,NA,7,15,17,81,13,73,90,317,57
E00047457,165,NA,14,NA,11,13,6,48,11,51,50,292,27
E00047458,201,NA,18,NA,11,8,12,83,10,109,57,322,36
E00047459,194,NA,30,NA,3,8,14,60,17,61,126,272,63
E00047460,331,NA,47,NA,7,12,21,91,22,107,161,502,96
E00047461,290,NA,15,NA,8,21,25,94,24,92,70,482,51
E00047462,197,NA,26,NA,6,9,19,74,15,76,72,250,53
E00047463,347,NA,39,NA,9,24,27,120,25,123,128,516,78
E00047464,196,NA,17,NA,5,5,16,80,8,88,51,268,34
E00047465,218,NA,12,NA,11,19,11,79,18,67,81,364,47
E00047466,273,NA,27,NA,9,16,10,75,17,92,75,435,48
E00047467,271,NA,18,NA,11,12,15,98,21,135,70,370,26
E00047468,225,NA,24,NA,20,15,17,101,17,90,73,298,43
E00047469,271,NA,36,NA,5,16,22,98,18,124,86,350,53
E00047470,266,NA,27,NA,9,15,23,92,21,84,84,467,56
E00047471,241,NA,21,NA,6,19,15,76,15,86,87,383,56
E00047472,247,NA,27,NA,4,9,18,91,14,102,84,330,55
E00047473,123,NA,10,NA,7,3,5,37,7,58,39,155,27
E00047474,216,NA,22,NA,4,13,14,92,17,106,56,302,39
E00047475,236,NA,19,NA,10,14,16,103,11,110,76,336,50
E00047476,240,NA,27,NA,15,19,21,96,20,67,94,374,60
E00047477,230,NA,23,NA,11,15,11,80,22,87,83,350,51
E00047478,236,NA,11,NA,7,20,19,87,27,88,44,369,36
E00047479,149,NA,19,NA,6,6,5,32,5,53,56,232,35
E00047480,230,NA,33,NA,9,15,16,79,16,75,77,300,47
E00047481,172,NA,21,NA,4,7,9,42,4,52,81,247,44
E00047482,319,NA,43,NA,11,17,12,76,16,104,109,538,81
E00047483,233,NA,27,NA,11,10,19,85,11,84,79,347,51
E00047484,176,NA,15,NA,6,4,15,56,9,59,38,282,21
E00047485,242,NA,29,NA,11,16,20,99,21,90,72,356,35
E00047486,194,NA,7,NA,8,10,10,48,14,89,45,362,19
E00047487,260,NA,20,NA,8,22,18,83,21,89,61,441,44
E00047488,319,NA,18,NA,10,22,18,88,30,113,98,514,52
E00047489,254,NA,20,NA,10,11,13,61,13,77,67,461,39
E00047490,306,NA,22,NA,10,12,22,88,16,96,100,526,53
E00047491,245,NA,14,NA,5,7,7,48,10,99,56,429,32
E00047492,209,NA,25,NA,6,7,15,71,10,86,77,308,48
E00047493,276,NA,17,NA,6,20,14,83,17,89,101,426,54
E00047494,304,NA,31,NA,9,16,18,98,25,101,86,485,59
E00047495,205,NA,22,NA,8,11,14,54,9,44,83,359,55
E00047496,273,NA,28,NA,14,8,9,46,12,74,82,433,44
E00047497,228,NA,22,NA,8,23,19,95,26,77,68,320,50
E00047498,194,NA,18,NA,11,6,7,49,7,72,53,321,33
E00047499,313,NA,26,NA,17,17,19,84,16,103,78,518,45
E00047500,217,NA,11,NA,8,12,11,62,11,63,65,390,43
E00047501,230,NA,15,NA,7,9,16,64,11,78,69,356,36
E00047502,248,NA,17,NA,10,24,13,76,25,76,64,439,42
E00047503,206,NA,6,NA,11,9,18,65,15,76,51,339,28
E00047504,279,NA,26,NA,9,12,14,64,10,89,95,442,55
E00047505,215,NA,19,NA,9,9,16,73,8,74,61,396,38
E00047506,224,NA,49,NA,6,7,9,47,9,103,120,339,62
E00047507,225,NA,28,NA,8,17,9,88,22,100,84,336,56
E00047508,195,NA,17,NA,6,12,12,61,13,43,68,367,37
E00047509,232,NA,18,NA,9,12,16,62,13,63,70,403,40
E00047510,172,NA,16,NA,3,18,11,52,11,43,58,326,38
E00047511,235,NA,20,NA,10,15,21,91,17,96,65,391,37
E00047512,245,NA,18,NA,8,10,20,88,13,89,80,375,49
E00047513,167,NA,25,NA,3,6,20,57,10,58,59,221,41
E00047514,189,NA,12,NA,7,8,10,58,12,62,57,322,23
E00047515,257,NA,30,NA,7,17,11,74,24,103,77,403,44
E00047516,205,NA,24,NA,7,5,9,73,5,95,85,381,48
E00047517,250,NA,17,NA,9,11,17,91,15,110,66,421,39
E00047518,196,NA,16,NA,11,6,7,47,14,74,67,372,34
E00047519,199,NA,26,NA,3,15,15,82,13,82,92,293,45
E00047520,285,NA,41,NA,13,19,23,100,24,87,101,412,42
E00047521,201,NA,18,NA,5,6,13,55,4,73,72,373,42
E00047522,167,NA,12,NA,7,12,11,51,12,53,54,357,35
E00047523,215,NA,15,NA,4,10,15,64,13,77,62,322,31
E00047524,312,NA,33,NA,13,25,23,102,31,108,79,509,53
E00047525,260,NA,28,NA,12,11,13,70,18,82,85,439,66
E00047526,250,NA,29,NA,11,13,12,94,16,117,71,390,52
E00047527,214,NA,27,NA,5,4,10,78,10,100,62,293,36
E00047528,318,NA,17,NA,7,9,9,87,23,145,92,520,39
E00047529,230,NA,17,NA,13,16,15,70,20,69,57,390,33
E00047530,233,NA,14,NA,3,8,10,72,12,122,72,367,35
E00047531,150,NA,17,NA,3,3,0,64,6,95,65,220,33
E00047532,304,NA,27,NA,10,9,10,141,19,179,75,444,44
E00047533,237,NA,11,NA,10,16,15,120,16,123,67,348,40
E00047534,285,NA,21,NA,21,22,17,138,25,124,84,460,51
E00047535,270,NA,19,NA,12,18,18,111,22,97,55,433,39
E00047536,278,NA,26,NA,13,9,11,167,8,193,68,345,39
E00047537,226,NA,16,NA,8,16,13,88,15,96,71,370,43
E00047538,170,NA,15,NA,4,7,3,109,11,106,53,217,33
E00047539,251,NA,17,NA,12,13,14,108,11,103,59,390,37
E00047540,318,NA,20,NA,18,16,25,149,37,143,70,454,37
E00047541,289,NA,19,NA,11,23,27,125,22,115,65,463,45
E00047542,288,NA,32,NA,15,29,18,144,37,138,81,424,46
E00047543,214,NA,15,NA,13,16,25,114,17,90,51,314,37
E00047544,318,NA,9,NA,9,11,11,175,14,204,59,436,30
E00047545,345,NA,57,NA,12,6,14,172,22,216,143,427,63
E00047546,227,NA,15,NA,9,4,12,166,17,174,42,270,20
E00047547,300,NA,13,NA,8,15,16,111,18,123,76,433,39
E00047548,230,NA,17,NA,21,19,17,112,24,96,60,320,40
E00047549,166,NA,5,NA,5,4,4,114,13,109,50,204,30
E00047550,346,NA,18,NA,13,19,16,159,21,191,99,500,53
E00047551,227,NA,22,NA,13,7,8,120,16,146,75,269,43
E00047552,293,NA,31,NA,13,12,18,160,26,147,99,406,52
E00047553,284,NA,16,NA,13,16,12,90,20,94,73,466,43
E00047554,216,NA,13,NA,10,18,6,77,17,85,43,335,21
E00047555,208,NA,21,NA,6,15,12,68,10,64,61,329,39
E00047556,189,NA,12,NA,9,8,11,66,12,80,59,317,40
E00047557,309,NA,17,NA,14,18,29,118,27,121,78,448,43
E00047558,193,NA,21,NA,13,15,8,70,9,82,62,311,35
E00047559,245,NA,17,NA,12,24,19,95,26,94,74,447,49
E00047560,252,NA,18,NA,9,22,12,86,15,91,73,381,46
E00047561,187,NA,16,NA,6,20,12,62,18,59,56,326,30
E00047562,238,NA,16,NA,8,9,17,85,18,77,67,344,48
E00047563,295,NA,31,NA,4,16,19,75,15,113,73,435,60
E00047564,232,NA,25,NA,13,14,10,76,16,81,75,379,47
E00047565,291,NA,26,NA,6,16,10,94,13,124,68,439,48
E00047566,235,NA,13,NA,7,8,15,72,16,98,62,390,34
E00047567,208,NA,5,NA,6,20,21,69,23,71,39,325,28
E00047568,195,NA,16,NA,5,6,10,92,6,123,56,263,32
E00047569,331,NA,25,NA,8,17,17,89,18,126,87,561,70
E00047570,311,NA,35,NA,8,25,9,96,24,107,112,469,75
E00047571,215,NA,20,NA,6,15,15,70,19,64,62,363,35
E00047572,368,NA,23,NA,10,21,23,136,23,139,118,595,63
E00047573,296,NA,14,NA,10,28,28,117,25,100,64,473,35
E00047574,251,NA,17,NA,14,7,4,158,24,163,58,319,38
E00047575,341,NA,28,NA,6,19,27,130,31,120,89,465,48
E00047576,332,NA,30,NA,12,16,13,107,18,141,77,494,52
E00047577,228,NA,23,NA,12,6,7,146,25,160,50,268,28
E00047578,213,NA,15,NA,10,7,10,101,17,114,45,330,30
E00047579,321,NA,32,NA,14,17,23,108,20,113,92,498,63
E00047580,358,NA,25,NA,11,13,23,166,19,172,81,532,55
E00047581,288,NA,15,NA,14,12,19,123,17,120,63,419,45
E00047582,294,NA,22,NA,8,19,20,106,17,105,93,434,62
E00047583,192,NA,14,NA,4,9,11,102,13,103,60,260,36
E00047584,158,NA,12,NA,9,11,14,65,19,52,43,277,24
E00047585,390,NA,28,NA,20,28,31,170,38,149,108,551,64
E00047586,252,NA,19,NA,9,24,19,101,22,83,66,385,30
E00047587,269,NA,27,NA,7,11,12,100,12,138,77,426,41
E00047588,261,NA,11,NA,14,3,10,138,21,177,61,347,31
E00047589,176,NA,6,NA,10,3,10,116,10,135,25,194,14
E00047590,309,NA,41,NA,11,14,17,127,26,145,114,403,48
E00047591,249,NA,26,NA,15,10,10,139,19,139,88,335,41
E00047592,301,NA,22,NA,16,22,23,138,32,115,72,487,46
E00047593,168,NA,11,NA,9,10,14,72,18,64,41,287,32
E00047594,206,NA,14,NA,9,19,19,95,25,91,45,321,41
E00047595,239,NA,17,NA,3,3,5,141,12,157,110,364,54
E00047596,244,NA,25,NA,5,8,13,108,12,150,74,330,40
E00047597,370,NA,27,NA,15,33,23,148,41,150,105,530,68
E00047598,210,NA,5,NA,4,3,5,148,13,165,29,252,21
E00047599,246,NA,11,NA,20,16,13,164,36,127,47,337,28
E00047600,189,NA,21,NA,15,17,20,100,24,66,78,320,47
