
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"E00048185","E00048185",122,96,0,0,25,1
"E00048186","E00048186",112,73,9,22,6,2
"E00048187","E00048187",131,117,0,1,12,1
"E00048188","E00048188",140,60,0,55,24,1
"E00048189","E00048189",139,58,0,40,40,1
"E00048190","E00048190",118,60,0,16,41,1
"E00048191","E00048191",129,86,0,17,22,4
"E00048192","E00048192",182,52,0,110,20,0
"E00048193","E00048193",124,27,0,81,12,4
"E00048194","E00048194",145,83,0,37,24,1
"E00048195","E00048195",145,32,0,104,8,1
"E00048196","E00048196",121,60,1,43,14,3
"E00048197","E00048197",130,121,0,0,9,0
"E00048198","E00048198",140,81,0,14,43,2
"E00048199","E00048199",144,19,0,120,3,2
"E00048200","E00048200",116,83,1,17,14,1
"E00048201","E00048201",123,43,0,62,10,8
"E00048202","E00048202",128,111,0,8,9,0
"E00048203","E00048203",124,59,0,53,12,0
"E00165815","E00165815",130,114,3,0,12,1
"E00165817","E00165817",106,96,0,0,8,2
"E00175606","E00175606",155,28,0,112,11,4
"E00175607","E00175607",118,39,1,6,72,0
"E00175608","E00175608",93,5,1,48,36,3
"E00175609","E00175609",120,41,0,51,24,4
"E00175610","E00175610",101,27,2,16,56,0
"E00175611","E00175611",99,35,1,35,28,0
"E00175612","E00175612",72,7,0,48,13,4
"E00175613","E00175613",87,28,0,44,12,3
"E00175614","E00175614",94,13,0,10,67,4
"E00175615","E00175615",142,36,0,57,47,2
"E00175616","E00175616",142,53,0,7,80,2
"E00175617","E00175617",128,25,9,8,83,3
"E00175618","E00175618",112,35,2,5,69,1
"E00175619","E00175619",178,37,0,7,131,3
"E00175620","E00175620",108,11,0,15,82,0
"E00175621","E00175621",126,13,0,20,91,2
"E00175622","E00175622",132,15,3,9,105,0
"E00175623","E00175623",230,32,14,12,170,2
"E00175624","E00175624",105,36,0,12,57,0
"E00175625","E00175625",118,36,0,3,77,2
"E00175626","E00175626",129,4,3,42,75,5
"E00175627","E00175627",126,18,9,12,84,3
"E00175628","E00175628",107,27,0,8,72,0
"E00175629","E00175629",114,8,0,50,47,9
"E00175630","E00175630",99,12,9,0,78,0
"E00175631","E00175631",122,28,0,3,90,1
"E00175632","E00175632",111,33,0,3,75,0
"E00175633","E00175633",126,33,14,7,72,0
"E00175634","E00175634",124,21,1,5,97,0
"E00175635","E00175635",124,54,0,62,7,1
"E00175636","E00175636",166,12,3,37,114,0
"E00175637","E00175637",132,13,2,96,19,2
"E00175638","E00175638",114,26,1,5,82,0
"E00175639","E00175639",73,18,3,25,26,1
"E00175640","E00175640",111,18,0,2,88,3
"E00175641","E00175641",123,7,0,113,0,3
"E00175642","E00175642",121,3,1,100,14,3
"E00175643","E00175643",114,21,6,3,78,6
"E00175644","E00175644",252,14,1,5,231,1
"E00175645","E00175645",125,28,0,3,93,1
"E00175646","E00175646",168,89,0,45,31,3
"E00175647","E00175647",124,14,0,9,100,1
"E00175648","E00175648",104,69,0,2,29,4
"E00175649","E00175649",94,3,0,52,37,2
"E00175650","E00175650",93,10,0,71,7,5
"E00175651","E00175651",126,30,0,12,84,0
"E00175652","E00175652",89,16,0,3,68,2
"E00175653","E00175653",142,10,12,19,100,1
"E00175654","E00175654",156,34,0,53,64,5
"E00175655","E00175655",126,44,0,1,81,0
"E00175656","E00175656",133,19,3,96,13,2
"E00175657","E00175657",168,15,16,6,127,4
"E00175658","E00175658",118,30,1,2,85,0
"E00175659","E00175659",494,82,2,11,393,6
"E00175660","E00175660",132,47,0,4,78,3
"E00175661","E00175661",167,31,2,14,119,1
"E00175662","E00175662",116,30,2,42,41,1
"E00175663","E00175663",128,10,2,75,39,2
"E00175664","E00175664",134,16,0,11,107,0
"E00175665","E00175665",146,37,0,0,108,1
"E00175666","E00175666",109,32,0,4,73,0
"E00175667","E00175667",67,9,1,11,45,1
"E00175668","E00175668",120,5,11,80,8,16
"E00175669","E00175669",126,15,1,55,53,2
"E00175670","E00175670",111,35,0,0,71,5
"E00175671","E00175671",335,76,2,5,249,3
"E00175672","E00175672",126,8,0,23,94,1
"E00175673","E00175673",124,8,0,99,11,6
"E00175674","E00175674",83,12,2,56,7,6
"E00175675","E00175675",122,62,5,5,48,2
"E00175676","E00175676",112,56,11,13,31,1
"E00175677","E00175677",135,40,1,78,14,2
"E00175678","E00175678",139,52,4,15,65,3
"E00175679","E00175679",104,33,3,3,64,1
"E00175680","E00175680",64,34,0,6,24,0
"E00175681","E00175681",83,7,0,53,21,2
"E00175682","E00175682",77,15,0,55,1,6
"E00175683","E00175683",131,54,0,4,73,0
"E00175684","E00175684",129,26,11,36,56,0
"E00175685","E00175685",106,74,5,9,17,1
"E00175686","E00175686",103,69,0,20,13,1
"E00175687","E00175687",76,29,0,8,38,1
"E00175688","E00175688",125,47,0,72,6,0
"E00175689","E00175689",118,98,2,5,10,3
"E00175690","E00175690",128,61,19,14,34,0
"E00175691","E00175691",98,36,17,15,29,1
"E00175692","E00175692",132,96,0,22,13,1
"E00175693","E00175693",106,64,15,3,24,0
"E00175694","E00175694",100,61,10,1,26,2
"E00175695","E00175695",120,83,1,6,30,0
"E00175696","E00175696",119,98,0,3,18,0
"E00175697","E00175697",137,86,6,8,36,1
"E00175698","E00175698",83,79,0,1,3,0
"E00175699","E00175699",122,27,1,16,77,1
"E00175700","E00175700",117,6,0,91,19,1
"E00175701","E00175701",103,51,0,38,13,1
"E00175702","E00175702",249,58,91,88,9,3
"E00175703","E00175703",55,23,2,21,6,3
"E00175704","E00175704",95,82,1,2,9,1
"E00175705","E00175705",140,30,2,35,73,0
"E00175706","E00175706",128,39,1,7,80,1
"E00175707","E00175707",121,34,4,7,73,3
"E00175708","E00175708",122,27,0,35,58,2
"E00175709","E00175709",123,32,22,3,66,0
"E00175710","E00175710",124,17,0,99,7,1
"E00175711","E00175711",112,79,1,9,22,1
"E00175712","E00175712",109,83,1,6,19,0
"E00175713","E00175713",126,42,0,16,62,6
"E00175714","E00175714",107,47,1,47,10,2
"E00175715","E00175715",158,32,0,2,122,2
"E00175716","E00175716",120,5,3,10,102,0
"E00175717","E00175717",106,23,0,43,35,5
"E00175718","E00175718",114,43,1,4,63,3
"E00175719","E00175719",241,52,1,14,173,1
"E00175720","E00175720",152,101,1,14,34,2
"E00175721","E00175721",96,58,0,18,18,2
"E00175722","E00175722",200,15,1,7,177,0
"E00175723","E00175723",119,2,2,90,24,1
"E00175724","E00175724",111,81,1,13,15,1
"E00175725","E00175725",130,79,0,33,15,3
"E00175726","E00175726",94,4,0,4,86,0
"E00175727","E00175727",151,53,15,18,63,2
"E00175728","E00175728",128,22,1,2,103,0
"E00175729","E00175729",119,62,0,17,39,1
"E00175730","E00175730",186,30,50,55,51,0
"E00175731","E00175731",137,90,1,13,29,4
"E00175732","E00175732",132,68,1,4,58,1
"E00175733","E00175733",72,12,1,3,56,0
"E00175734","E00175734",123,63,0,44,14,2
"E00175735","E00175735",120,20,0,8,91,1
"E00175736","E00175736",162,37,1,22,102,0
"E00175737","E00175737",94,65,2,9,17,1
"E00175738","E00175738",124,68,13,32,7,4
"E00175739","E00175739",104,22,0,66,13,3
"E00175740","E00175740",69,66,0,1,2,0
"E00175741","E00175741",116,86,2,13,14,1
"E00175742","E00175742",107,64,3,18,20,2
"E00175743","E00175743",109,85,6,8,10,0
"E00175744","E00175744",163,52,2,85,18,6
"E00175745","E00175745",43,32,0,2,9,0
"E00175746","E00175746",121,87,1,5,23,5
"E00175747","E00175747",173,25,0,128,17,3
"E00175748","E00175748",127,40,2,17,68,0
"E00175749","E00175749",77,16,0,52,8,1
"E00175750","E00175750",83,14,0,61,6,2
"E00175751","E00175751",131,47,2,19,57,6
"E00175752","E00175752",134,14,0,26,90,4
"E00175753","E00175753",50,14,7,25,4,0
"E00175754","E00175754",96,39,1,51,5,0
"E00175755","E00175755",112,36,0,53,19,4
"E00175756","E00175756",163,8,2,116,34,3
"E00175757","E00175757",124,16,0,79,24,5
"E00175758","E00175758",108,11,0,18,76,3
"E00175759","E00175759",114,4,0,109,0,1
"E00175760","E00175760",110,6,0,8,95,1
"E00175761","E00175761",105,54,2,19,27,3
"E00175762","E00175762",128,76,0,21,26,5
"E00175763","E00175763",41,6,0,12,21,2
"E00175764","E00175764",61,37,0,7,15,2
"E00175765","E00175765",82,45,0,16,21,0
"E00175766","E00175766",96,32,0,30,34,0
"E00175767","E00175767",115,18,0,4,91,2
"E00175768","E00175768",74,10,1,49,14,0
"E00175769","E00175769",139,11,0,34,93,1
"E00175770","E00175770",44,4,0,13,27,0
"E00175771","E00175771",125,17,4,10,93,1
"E00175772","E00175772",148,42,1,35,65,5
"E00175773","E00175773",135,8,1,7,118,1
"E00175774","E00175774",142,75,3,47,16,1
"E00175775","E00175775",124,27,0,65,28,4
"E00175776","E00175776",81,54,0,6,17,4
"E00175777","E00175777",84,65,0,0,17,2
"E00175778","E00175778",97,6,1,2,88,0
"E00175779","E00175779",130,27,4,5,94,0
"E00175780","E00175780",121,27,0,3,90,1
"E00175781","E00175781",115,83,1,5,23,3
"E00175782","E00175782",53,46,0,0,4,3
"E00175783","E00175783",76,54,0,11,11,0
"E00175784","E00175784",85,9,24,45,4,3
"E00175785","E00175785",137,107,0,13,14,3
"E00175786","E00175786",40,9,0,4,26,1
"E00175787","E00175787",56,8,1,7,40,0
"E00175788","E00175788",77,15,0,44,17,1
"E00175789","E00175789",70,21,10,20,19,0
"E00175790","E00175790",141,48,11,23,59,0
"E00175791","E00175791",41,18,0,4,18,1
"E00175792","E00175792",81,26,0,36,17,2
"E00175793","E00175793",99,23,0,60,13,3
"E00175794","E00175794",61,3,0,19,38,1
"E00175795","E00175795",168,34,1,106,23,4
"E00175796","E00175796",109,77,3,9,18,2
"E00175797","E00175797",99,12,2,67,17,1
"E00175798","E00175798",74,55,0,4,14,1
"E00175799","E00175799",103,47,2,42,10,2
"E00175800","E00175800",86,16,1,19,49,1
"E00175801","E00175801",65,38,0,9,18,0
"E00175802","E00175802",41,7,1,1,32,0
"E00175803","E00175803",116,60,3,42,10,1



"","In order to protect against disclosure of personal information, records"
"","have been swapped between different geographic areas. Some counts will"
"","be affected, particularly small counts at the lowest geographies"
"",""

